OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,高程,坡度,坡向,坡高,斜坡形,地形表,地形粗,地形位,地形汇,相对坡,平面曲,剖面曲,地形曲,水系距,流域面,流路长,地形湿,河谷深,流域坡,河流强,距河网,地层岩,斜坡结,NDVI,NDWI,降雨,地震,土地利,地形凸,class,Id,gridcode,Shape_Length,Shape_Area,Land_use
11,17,10,98,282.610236219999990,26.670025530800000,125.412524696000006,99.308802124099998,4.291338582680000,0.436672541570000,10.706686570400000,1.092147264840000,1.437910360430000,0.454471358646000,0.035004165087700,-0.043655955841300,0.078660123959500,204.366595606000004,7337.799811179999779,463.884742023000001,11.990355787300000,67.555143817200005,0.397033396375000,-683.705458409000016,68.757720226399996,1,6,0.752000898123000,0.311046412787000,1142.656250000000000,1.897338390350000,5,0.488263000000000,1.000000000000000,146917,4,2186.216024103046038,210945.626332641055342,4
12,25,11,121,304.299559471000009,24.010773173200000,107.891983565999993,110.672850761999996,4.264317180620000,0.460095330394000,9.490674758970000,0.573123773062000,0.776941709491000,0.523443610543000,0.012847144601200,-0.048319648623400,0.061166795504000,287.436920339999972,9350.713019419999910,502.999061739000012,12.161173155300000,65.280278179999996,0.355019309004000,13576.000871199999892,-1.139667796670000,1,6,0.750800706591000,0.300972395989000,1143.878784179999911,1.924511432650000,5,0.518114000000000,1.000000000000000,145156,4,3413.973074922553678,563694.284217357868329,4
13,8,12,1,250.939393939000013,14.320125803800000,288.655982278000010,66.639305345899999,3.121212121210000,0.498382217053000,5.305756254630000,0.292216114926000,-4.608689160060000,0.334903490081000,-0.189544187943000,0.004931954744580,-0.194476139591000,440.539410214999975,13759.304879900000742,528.685766971000021,13.014128237100000,37.689058390500001,0.219818899803000,29275.128532599999744,110.838586055999997,1,3,0.520350149700000,0.127260728270000,1136.337524410000015,1.981017231940000,4,0.477875000000000,0.000000000000000,154189,5,1125.488351028919169,31030.353279061924695,5
14,14,13,3,356.785234898999988,13.850006650799999,270.526290969999991,43.642490404599997,3.653543307090000,0.519075105254000,5.532723085990000,-0.066365339899500,-0.565337193142000,0.501457796735000,0.006291070099820,0.037172806199200,-0.030881737352600,2073.166395400000056,14644.810967199999141,494.986908078999988,12.744154450100000,54.779582438100000,0.279975550212000,14720.491742099999101,68.108109237400001,1,2,0.709322119557000,0.290962206214000,1134.218627929999911,1.907638669010000,3,0.394183000000000,0.000000000000000,153913,5,2523.446470974868134,126120.686737479816657,5
15,15,14,4,173.493150684999989,10.079553960100000,189.120866331000002,13.052694003899999,4.452054794520000,0.664258064473000,3.692712672770000,-0.233881355557000,-0.487842909277000,0.358534420139000,-0.016923762347600,0.059378843601400,-0.076302607480000,97.629873585100000,6419.814330219999647,760.557786914999951,12.398176114900000,14.955789709699999,0.160543492191000,-4053.028189050000037,97.933379708900006,1,6,0.652056163549000,0.266818656666000,1138.024414060000026,2.066306352620000,5,0.416877000000000,0.000000000000000,154081,2,1525.586128590375438,63897.169689505244605,2
16,29,15,6,213.095833333000002,15.636477221100000,201.410826872000001,24.086379054199998,4.509523809520000,0.528766124075000,6.014229979120000,0.777283455812000,2.039966811150000,0.497213395663000,0.068565056909600,-0.010647277104200,0.079212330964700,217.975392246000013,7734.726976519999880,427.826237923999997,11.214198267500000,22.103588267199999,0.259903201740000,5657.624288269999852,167.145976257000001,1,2,0.620094361773000,0.216145937273000,1135.796508789999962,1.961733818050000,4,0.391178000000000,0.000000000000000,153822,2,2485.188360912606640,199554.717055961082224,2
17,34,16,7,261.216710182999975,12.244223486999999,208.257733459999997,17.556089762300001,4.027247956400000,0.618170056113000,4.623799302090000,0.100328862935000,0.379582809036000,0.471198368102000,0.009300663021350,-0.002081062506720,0.010117088981900,943.730762991000006,6516.447963620000337,321.532060451999996,11.990808361799999,16.432836994500001,0.192108971964000,6655.989964690000306,134.872056925999999,1,2,0.723470236563000,0.285318937123000,1135.652099610000050,1.913061380390000,5,0.433312000000000,0.000000000000000,153764,4,3734.553320137776154,320241.673377362487372,4
18,14,17,8,157.976744185999991,9.839140546410000,213.262374730000005,15.234424160400000,4.775193798450000,0.682738321696000,3.674585812310000,0.727184280782000,4.070134634600000,0.426545584921000,0.052746278334900,-0.077729377224200,0.130475658663000,135.224625226000001,4682.748818570000367,197.611987846000005,11.037646182700000,13.658511291200000,0.149180111612000,-2050.667994890000045,69.452521745499993,1,2,0.334816041619000,0.295705809958000,1139.208984379999947,1.996499061580000,5,0.416214000000000,0.000000000000000,153864,4,1756.190649320290959,108261.133249698264990,4
19,2,18,9,174.190476189999998,14.212083930100000,172.683454968000007,7.140909183590000,3.761904761900000,0.572930758908000,5.480322678880000,-3.961389936150000,-5.475545570960000,0.657307226033000,-0.090432214949800,0.099850359151100,-0.190282569755000,58.100362257500002,12802.453851599999325,515.925175257999967,11.972255366200001,39.153111412400001,0.291924538002000,140.171948388000004,200.403462727999994,1,4,0.683108285717000,0.231096574146000,1135.826904300000024,1.931175589560000,4,0.425717000000000,0.000000000000000,153871,5,737.350866490470594,17672.447892489853984,5
20,4,19,10,556.395136778000051,23.047293134699999,282.057067978000021,67.445732451500007,4.215805471120000,0.538502280111000,9.088012395660000,0.210302400853000,1.264004618480000,0.534932201709000,0.053780062781600,0.007405584392150,0.046374478261300,3311.875104950000150,15293.857205899999826,419.367617876999986,12.410304052900001,71.453365994799995,0.386805348880000,-26530.589529699998820,62.507174877399997,2,3,0.793949345376000,0.408389679647000,1134.055053710000038,1.923824071880000,3,0.463835000000000,0.000000000000000,153648,5,2532.254339483412423,267754.601688542054035,5
21,8,20,11,475.818181818000028,19.501688773300000,270.357592032000014,36.945071520600003,3.195454545450000,0.570770578357000,7.783615475350000,0.117997822165000,-1.285998460240000,0.571357644980000,-0.066660216624300,-0.003914142408490,-0.062746073644300,3096.715842510000130,23853.215091499998380,351.184199836000005,12.434225739100000,60.084075612399999,0.335143526390000,-152724.036504999996396,98.105711364699999,2,3,0.789132086543000,0.382807004492000,1134.273681639999950,1.915060997010000,3,0.386696000000000,0.000000000000000,153160,4,2685.204170877449087,185658.519916098157410,4
22,52,21,12,223.763959390999986,19.753535099299999,200.260852701000005,43.350919207799997,3.838832487310000,0.517814531317000,7.745796077900000,-0.342708197633000,-1.018622832870000,0.508178687063000,0.042551978418600,0.057150264531200,-0.015212949478800,231.252923836999997,10309.093485999999757,643.844880164999950,12.245150341000000,51.492367641000001,0.360434886947000,82.196649209000000,154.141364083000013,1,2,0.620742749564000,0.297148516191000,1137.938598629999888,1.982739925380000,5,0.431708000000000,0.000000000000000,152223,2,4545.562141416751729,644528.346999909495935,2
23,40,22,16,180.460159363000002,9.279430535920000,189.035273358000012,14.422651888400001,4.101593625500000,0.676878903729000,3.493859068090000,0.057413770360800,0.750096223603000,0.398186723997000,0.018552146229900,-0.008463706938890,0.027015854534000,416.828579441999977,6196.929189249999581,345.672183830999984,11.831104689900000,16.687925246100001,0.150014893656000,1397.109125069999891,77.516624906600001,1,2,0.617610521943000,0.245010514757000,1139.008789060000026,2.066179513930000,5,0.439328000000000,0.000000000000000,153280,4,2676.087321373908708,413585.647846216452308,4
24,66,23,17,314.343957503000013,13.650859226100000,236.385177856000013,26.347497424600000,4.099601593630000,0.627735844211000,5.199869254670000,-0.063858772325000,-0.222940522361000,0.498839169911000,0.000471493142693,0.009476778216340,-0.005789111008440,1779.587692090000019,8333.057296119999592,411.350513433000003,11.651229253000000,31.713216451699999,0.232047857056000,8277.837681830000292,103.690907999000004,1,2,0.715786440571000,0.297187672337000,1135.745239260000062,1.916954755780000,3,0.466022000000000,0.000000000000000,153005,4,6331.044437090774409,623720.871195991407149,4
25,64,24,19,182.322939866000013,8.828488232960000,199.138228671000007,15.684185353000000,4.171492204900000,0.684025082264000,3.319122148120000,0.053424476930100,-0.627023279468000,0.378770379822000,0.006089615592270,0.005550242647770,0.002696856076440,357.356550403000028,6699.888430859999971,292.755428500999983,11.705364487500001,14.135703553600001,0.135782664393000,-69.280233132500001,55.475110434199998,1,2,0.453711247224000,0.169317802469000,1140.226440429999911,1.998040437700000,2,0.459086000000000,0.000000000000000,152982,4,3084.104029090877702,366214.016260427364614,4
26,8,25,21,605.311435523000000,22.585234685500001,111.271701100000001,47.187206392699999,4.290243902440000,0.400738827306000,9.064117971840000,-0.856198167754000,-0.810128738514000,0.526950064101000,0.043513236310500,0.071502156818500,-0.027988924742300,3443.500632000000223,10783.962094500000603,371.571412737999992,11.969591195700000,46.810647829099999,0.351107360994000,6408.642453110000133,-9.565033329340000,2,6,0.767264051746000,0.354845069441000,1134.622802730000103,1.937932610510000,3,0.392425000000000,0.000000000000000,152498,4,2922.380597294383278,354261.508013675455004,4
27,57,26,22,265.594827586000008,14.478228607900000,166.409960116000008,23.830996131100001,4.024425287360000,0.615663183018000,5.549766141360000,-0.221808013900000,-0.576156266692000,0.487107717929000,-0.000261205651305,0.033664568070800,-0.033925774935400,549.444188437999969,14579.119481399999131,383.329703768999991,11.892314586800000,34.204680067699996,0.254098544149000,18537.894341800001712,96.701173979700002,1,2,0.668054481635000,0.252260903155000,1137.369140629999947,1.926828265190000,5,0.449500000000000,0.000000000000000,152033,4,3366.376028314347877,574405.138971332227811,4
28,25,27,23,359.943661971999973,18.044850040800000,133.242543062999999,26.066531562100000,3.873239436620000,0.601586970981000,6.935822763240000,-0.314326636383000,-1.794521951070000,0.507400997771000,0.022876062906900,0.078474636987200,-0.055598576408900,2425.236578850000114,9596.423140060000151,400.880165959999999,11.417196735899999,30.537727424500002,0.299845748468000,16100.284749399999782,110.520474801999995,1,2,0.764620810404000,0.297546414417000,1136.157470699999976,1.925082921980000,3,0.423922000000000,0.000000000000000,151967,4,3577.878254012260641,290090.218599153915420,4
29,68,28,24,253.978508217000012,12.297554670100000,239.279234180000003,16.132406884000002,4.126422250320000,0.672027978674000,4.640031886610000,0.350599651617000,1.467238701690000,0.446270364382000,0.030765094181500,-0.007658823397850,0.038423915456100,1320.032675209999979,6257.628760030000194,270.196195094000018,11.511887397200001,17.399011287000000,0.198847131260000,2114.367551679999906,159.905923142000006,1,2,0.668427015431000,0.259778752131000,1136.217041019999897,1.924585103990000,5,0.453417000000000,0.000000000000000,151966,4,5381.144264448625108,654702.691765710129403,4
30,5,29,25,580.473933648999946,23.619981146000001,264.424597903000006,52.611656837600002,4.398104265400000,0.507886429816000,9.204605829089999,0.757603199058000,1.368105195140000,0.484840076971000,0.034843551601900,-0.042630404186500,0.077473952766000,2893.119970470000226,8205.982290840000132,493.919955592999997,11.862941827800000,40.929016963000002,0.362390031994000,2535.719207579999875,-59.908224820000001,2,2,0.792149475087000,0.412416079122000,1135.253662110000050,1.943172931670000,3,0.512671000000000,0.000000000000000,151789,5,1844.236107937058478,172538.437731671408983,5
31,35,30,26,392.416981131999989,20.122801946700001,243.595745837000010,37.112572892700001,4.192452830190000,0.582667695070000,7.722327763850000,0.112289652731000,0.480679238767000,0.509348952276000,0.064495335227800,0.041648369441100,0.022846963116000,2572.251199389999783,12662.887909099999888,478.311456500000020,11.904151404100000,43.473586786900000,0.343935740163000,-19870.091612899999745,115.099810790999996,1,2,0.720736550978000,0.302045322602000,1136.244018549999964,1.929646492000000,3,0.442307000000000,0.000000000000000,151907,4,4550.725315032091203,439385.654693178483285,4
32,8,31,27,256.655913978000001,21.487702820900001,118.498024806999993,71.310041858299996,4.129032258060000,0.448424406910000,8.277939465739999,0.495495493914000,0.017004337842700,0.368625458675000,0.010326839567900,-0.106855983429000,0.117182824721000,198.674768322999995,7030.952240970000275,301.893306526999993,11.687618860600001,41.435776500300001,0.326295776233000,-1737.101387720000048,80.914932743199998,1,6,0.730904412270000,0.274767297672000,1139.085083010000062,1.989958047870000,5,0.520199000000000,0.000000000000000,152081,3,1109.382129175610316,75259.025231934909243,3
33,16,32,28,449.177777778000006,17.379679321200001,245.781213180000009,40.133657217600003,4.262222222220000,0.597273044984000,6.695045844850000,-0.015735730739900,-0.462680101417000,0.509307141049000,0.014345190469700,0.026992256452500,-0.012647067341500,2559.394178479999937,13742.505800200000522,491.382711839000024,12.293866481800000,39.478469715599999,0.286194126507000,-12737.303565099999105,58.811659749299999,1,2,0.767345164774000,0.333623618715000,1136.247924799999964,1.948558330540000,3,0.484935000000000,0.000000000000000,151574,4,3989.752494433616448,369394.510986362292897,4
34,17,33,29,403.597444089000021,17.549560135200000,232.704835422000002,31.419767930500001,4.124600638980000,0.592011767454000,6.731319116710000,0.078922375661700,0.723718425670000,0.550715151113000,0.026341763206000,0.038334596009500,-0.011992831985200,2521.719793320000008,11350.703675299999304,447.316241273000003,11.744141613000000,40.689817942799998,0.303785335511000,-995.095998795000014,102.603744653000007,1,2,0.767297210967000,0.334760416797000,1136.390625000000000,1.933385252950000,3,0.458562000000000,0.000000000000000,151703,4,4316.063081412973588,260384.470762174692936,4
35,18,34,30,176.590909090999986,9.223720203750000,246.754161487999994,15.900917482400001,4.409090909090000,0.586599547213000,3.483799660210000,0.245404799215000,1.675104850800000,0.448884352635000,0.050640551068600,0.048438931265000,0.002201621234420,886.083686615000033,5781.431686679999984,319.818931753000015,11.859165141800000,12.993820604400000,0.160452893681000,-737.916372541999976,78.318377685499996,1,2,0.624367504266000,0.254094546955000,1141.041015629999947,1.960043430330000,5,0.393448000000000,0.000000000000000,152023,4,1292.674413987006574,91276.524839551959303,4
36,26,35,32,310.169354838999993,11.918928086799999,76.800614068599998,27.993333783800001,3.915322580650000,0.643723927438000,4.505157227960000,0.049367925647900,-0.171678458611000,0.469340064769000,0.031960005803400,0.037330885012200,-0.003417834579460,861.921695601000010,8038.013029280000410,549.221882265999966,11.967661655700001,25.895847435000000,0.245114656976000,-4650.682579579999583,33.938146775800000,1,2,0.690563794346000,0.274713442180000,1137.890991210000038,1.905675172810000,5,0.462425000000000,0.000000000000000,151242,4,1947.109687651620561,205524.020597718830686,4
37,54,36,33,275.801574802999994,15.760559899700000,170.918495350000001,26.478258696899999,3.851968503940000,0.630656494024000,6.050048784670000,-0.295552249133000,-2.090545030910000,0.514107499612000,0.009879825440210,0.037148668280400,-0.025743313497400,1242.385565040000074,9471.498860519999653,371.918035339000028,11.945700990900001,29.844997163100000,0.247599639474000,12376.788684200000716,108.610632323999994,1,2,0.684741151587000,0.243423840601000,1137.263427730000103,1.925255179410000,5,0.468889000000000,0.000000000000000,151315,4,3732.117304118361517,522513.519387083884794,4
38,10,37,34,487.507853403000013,19.449731353699999,263.556889791999993,39.432031856199998,4.089005235600000,0.539481721467000,7.483735337930000,0.432160797231000,1.009592855510000,0.550777156818000,0.039935087321900,0.001262705519560,0.038672377145700,2533.099307710000176,13146.568605099999331,544.864733410999975,11.889674254099999,36.587305744299996,0.321950859970000,-18860.566266400001041,12.290378430800001,2,2,0.793103320562000,0.353009616766000,1136.190307620000112,1.957504630090000,3,0.420384000000000,0.000000000000000,151042,5,2087.601649536051355,160106.250461006216938,5
39,10,38,35,475.980988593000006,18.695396489499998,140.467559115999990,33.676616672300000,3.790874524710000,0.593419777576000,7.298237360250000,-0.734662399942000,-1.811911557850000,0.487250329028000,-0.014888241979200,0.043123941098300,-0.058012180540300,2554.169874149999941,13503.528122600000643,388.962871463999988,12.553810794100000,45.272985683199998,0.338378571937000,-12503.897344400000293,39.322567551799999,2,2,0.779829407769000,0.371494494042000,1136.265502929999911,1.957970857620000,3,0.466313000000000,0.000000000000000,151377,4,2504.064927517858450,217957.425892057915917,4
40,75,39,36,212.106122448999997,8.222176216330000,225.255992853000009,12.464891432100000,4.014965986390000,0.711026816547000,3.108317672230000,0.076056371477200,0.542363363231000,0.410376890995000,-0.010413392238800,-0.009424910869700,-0.000988480550091,1003.806800029999977,6046.393207080000138,196.595586943000001,11.108195356100000,9.417204155569999,0.124470787934000,1924.313297960000000,47.435578596699997,1,2,0.497392063824000,0.172322415153000,1141.055297849999988,2.023617506030000,2,0.470219000000000,0.000000000000000,151362,4,3404.740457084674745,606971.818017989746295,4
41,13,40,37,284.566176471000006,19.111255257400000,137.564028430999997,26.095464136699999,3.639705882350000,0.643556307782000,7.308271235400000,-0.835850576706000,-2.689682968450000,0.416326375602000,-0.061525037609800,0.053331362200000,-0.114856401732000,1496.134451859999899,6003.531448359999558,246.638219945999992,11.504928564300000,27.834572679899999,0.310591193683000,12145.290623000000778,133.801367816000010,1,2,0.741421377300000,0.275365645052000,1137.226806639999950,1.932924389840000,5,0.469428000000000,0.000000000000000,150773,3,1308.615941971019765,110736.231304152766825,3
42,42,41,38,189.383783784000002,16.623540623400000,277.145144972000026,20.788634444600000,4.389189189190000,0.588505703211000,6.348551931250000,0.233568559376000,2.260090361240000,0.484122140507000,0.056120803098900,-0.027659639532400,0.083780443024000,1239.716461839999965,4537.059594399999696,252.224810049000013,11.418685040600000,20.813967347799998,0.240313906504000,2239.436291829999846,74.855289273599993,1,4,0.573125000358000,0.246355249149000,1141.444458010000062,1.974354147910000,5,0.439657000000000,0.000000000000000,151158,4,2047.598122014735509,150862.061944184562890,4
43,9,42,39,228.425925925999991,18.223735489199999,136.216420633000013,47.745615040799997,4.092592592590000,0.553861431502000,7.038310441710000,2.069569573910000,1.703952633470000,0.294336330215000,-0.015433844972300,-0.111856506586000,0.096422671167900,130.808390801000002,7931.556543419999798,442.341311419000021,12.580668573000001,37.185309039200000,0.209251293292000,-6605.937784830000055,133.543130380000008,1,6,0.663842947483000,0.274395894408000,1139.781982420000077,1.953276276590000,5,0.442809000000000,0.000000000000000,150896,4,1143.926528154330981,42711.436681626451900,4
44,17,43,40,260.958333332999985,16.276262594199999,113.973632215999999,66.958802093200006,4.196969696970000,0.511100752787000,6.236066272310000,1.217649479290000,1.829891570730000,0.394148074888000,0.028072619262100,-0.075586832707000,0.103659449766000,246.045141298999994,7233.170866530000239,303.326514185999997,11.733580670600000,33.540727736400001,0.265261008051000,12089.683354700000564,85.769222143899995,1,6,0.733033432719000,0.301164927610000,1139.883178710000038,1.982907533650000,5,0.472529000000000,0.000000000000000,151031,3,2049.103393310314459,217791.155114706954919,3
45,34,44,41,187.643835615999990,15.657466318099999,167.886989593999999,27.151455957600000,3.780821917810000,0.528153201080000,6.352493819310000,-0.533345964852000,-3.545414607410000,0.604379125989000,-0.020556584142500,0.087262313338500,-0.121088919370000,1338.331703719999950,8442.348205980000785,278.886090318000015,12.146747634800001,27.007277289499999,0.249219147055000,-14320.370870999999170,98.844042216299997,1,2,0.578137747593000,0.241992160270000,1141.900634769999897,1.947226524350000,5,0.367133000000000,0.000000000000000,150888,5,1590.202789780645617,119543.335552527933032,5
46,4,45,42,147.071428571000013,13.583966235300000,131.203855059999995,8.884337987220000,3.380952380950000,0.656226525704000,5.580429385110000,-4.783783708300000,-8.305086201150001,0.729115444856000,-0.071424699033700,0.274543637454000,-0.345968343495000,39.967383128800002,7805.186420259999977,395.017918178000002,12.320720263900000,65.496140343799993,0.329770348611000,-12004.751371099999233,246.660570417000002,1,4,-0.310316511885000,0.653547852192000,1139.295654300000024,1.917948722840000,1,0.455536000000000,1.000000000000000,151367,4,1396.333438760621902,34031.388517632447474,4
47,35,46,43,370.961095101000012,16.599693208700000,217.854753310999996,39.005522778800000,4.423631123920000,0.560305093869000,6.295366417350000,0.113092924119000,0.837956589702000,0.508653212893000,0.034823783334200,0.006907032709770,0.027916754002800,2033.422396299999946,9908.457837989999462,550.658917949000056,12.217674962000000,42.106055521099996,0.279447753798000,1169.428619419999904,131.994648254999987,1,2,0.754754310821000,0.295407670437000,1137.314697269999897,1.964648962020000,3,0.457163000000000,0.000000000000000,150660,4,3439.047375333409036,574173.604631994152442,4
48,41,47,44,242.270270269999997,15.801929249600001,292.607350954000026,67.258802839900000,4.364864864860000,0.561522712418000,5.965243966510000,0.257268075615000,0.764434824179000,0.564441007295000,0.031552724611300,0.015516622774200,0.018654238170900,411.245416378000016,13203.713381699999445,720.941280576000054,12.487445417000000,68.943906658399996,0.290603276453000,-2141.389518829999815,126.088099959000004,1,3,0.514380712217000,0.238655693480000,1139.255737299999964,1.918242096900000,4,0.459366000000000,1.000000000000000,150648,5,3105.392807157492825,308125.543308624241035,5
49,13,48,45,255.072727272999998,13.601078982800001,86.411936811999993,26.717388924700000,4.509090909090000,0.662231148373000,5.197557553380000,0.710073706271000,1.231020396410000,0.296487250941000,0.075343222035600,-0.052350545117900,0.127693770961000,292.820129796000003,4241.533756879999601,334.189100230999998,10.941513898200000,16.946956305099999,0.189411776716000,6816.900230750000446,106.663842772999999,1,6,0.680642079690000,0.277644986223000,1140.100463870000112,1.960674881940000,5,0.488328000000000,0.000000000000000,150522,3,1233.658245901812734,46958.311300704415771,3
50,9,49,46,288.399999999999977,10.514061753000000,168.234351929000013,33.872010676099997,5.000000000000000,0.677181919416000,3.932977191610000,1.209009007610000,5.057419946540000,0.462033745057000,0.107252105388000,0.046707641333300,0.060544458280000,543.874532391999992,3196.181144210000184,245.811405181999987,11.206277545300001,10.484096987999999,0.192595680306000,1232.099819309999930,58.761027018199997,1,2,0.737922150642000,0.309871658683000,1140.251831049999964,1.974501848220000,5,0.499685000000000,0.000000000000000,150460,3,733.790693736284084,26780.239873595579411,3
51,22,50,47,229.850649350999987,15.178949394800000,300.760496310999997,60.307878051499998,3.909090909090000,0.554098890393000,5.721767247500000,-0.294664792971000,0.307880145873000,0.439564780133000,0.054606725939500,0.005070350043680,0.049536372305100,370.636871993999989,13841.327860999999757,767.014520819000040,12.724483325900000,80.301316075499997,0.312681088345000,18064.102007500001491,132.708405333999991,1,3,0.655497211247000,0.306937008011000,1139.234741210000038,1.901466727260000,5,0.460998000000000,0.000000000000000,150590,2,2078.991471204965364,126028.780463666407741,2
52,21,51,48,287.867768594999973,12.019707120200000,168.099780532000011,27.939016793400000,3.991735537190000,0.627916671520000,4.750216741700000,-0.232745148888000,-1.703991164230000,0.640368515114000,-0.005692958239130,0.026330556962900,-0.032023514844200,1624.727369810000027,14051.495943899999475,540.775988555000026,12.101692347500000,47.360468015199999,0.222821248495000,2780.049541450000106,130.059018473999998,1,6,0.688240978370000,0.268133299674000,1137.654418950000036,1.944023370740000,5,0.439659000000000,0.000000000000000,150268,5,1753.600854562621180,101438.887400333565893,5
